Date,Month,Quarter,Day_of_Week,State,Category,Sales_Channel,Payment_Method,Customer_Gender,Customer_Age,Unit_Price_NGN,Quantity_Sold,Discount_Percent,Revenue_NGN,Profit_Margin,Profit_NGN,Customer_Rating,Item_Returned
2023-09-08,September,Q3,Friday,Enugu,Cosmetics,Online,Mobile Money,Male,55,18800.0,1,5,17860.0,0.2378,4247.11,3.5,0
2023-01-10,January,Q1,Tuesday,Kano,Clothing,Online,Bank Transfer,Male,54,34400.0,4,0,137600.0,0.4076,56085.76,4.4,0
2023-02-27,February,Q1,Monday,Lagos,Clothing,Online,Cash,Male,64,7800.0,4,5,29640.0,0.2565,7602.66,3.7,0
2023-07-05,July,Q3,Wednesday,Ibadan,Clothing,Physical Store,POS,Male,68,37400.0,7,5,248710.0,0.3104,77199.58,1.8,0
2023-06-07,June,Q2,Wednesday,Abuja,Books & Stationery,Online,Bank Transfer,Male,38,7700.0,8,15,52360.0,0.186,9738.96,4.1,0
2023-05-03,May,Q2,Wednesday,Kaduna,Clothing,Physical Store,Bank Transfer,Male,62,7500.0,17,5,121125.0,0.3432,41570.1,1.8,0
2023-01-30,January,Q1,Monday,Kaduna,Food & Beverage,Physical Store,Bank Transfer,Female,47,800.0,5,0,4000.0,0.3428,1371.2,3.6,0
2023-05-04,May,Q2,Thursday,Enugu,Electronics,Wholesale,Mobile Money,Female,67,119500.0,7,20,669200.0,0.2572,172118.24,4.0,0
2023-10-18,October,Q4,Wednesday,Kaduna,Home Appliances,Online,POS,Female,62,192200.0,4,0,768800.0,0.4118,316591.84,1.7,0
2023-02-10,February,Q1,Friday,Kano,Clothing,Physical Store,Cash,Female,48,43200.0,6,5,246240.0,0.1227,30213.65,2.3,0
2023-02-13,February,Q1,Monday,Lagos,Cosmetics,Online,Mobile Money,Male,61,12800.0,7,0,89600.0,0.0858,7687.68,4.7,0
2023-09-06,September,Q3,Wednesday,Kaduna,Clothing,Physical Store,Mobile Money,Female,20,33000.0,18,10,534600.0,0.3419,182779.74,3.7,0
2023-02-05,February,Q1,Sunday,Kaduna,Cosmetics,Online,Mobile Money,Female,58,3700.0,5,20,14800.0,0.3544,5245.12,2.4,0
2023-09-30,September,Q3,Saturday,Abuja,Food & Beverage,Online,Bank Transfer,Male,63,8400.0,3,0,25200.0,0.1209,3046.68,3.9,0
2023-03-06,March,Q1,Monday,Abuja,Cosmetics,Physical Store,POS,Male,49,19400.0,7,15,115430.0,0.1703,19657.73,3.6,0
2023-03-07,March,Q1,Tuesday,Port Harcourt,Home Appliances,Online,Mobile Money,Female,55,35700.0,14,0,499800.0,0.086,42982.8,3.3,0
2023-12-04,December,Q4,Monday,Ibadan,Electronics,Online,Cash,Female,26,273800.0,7,20,1533280.0,0.1797,275530.42,4.9,0
2023-09-01,September,Q3,Friday,Kano,Cosmetics,Physical Store,POS,Male,65,25700.0,5,10,115650.0,0.3429,39656.38,3.9,0
2023-10-09,October,Q4,Monday,Kaduna,Cosmetics,Physical Store,Cash,Female,18,18600.0,5,15,79050.0,0.2561,20244.7,2.8,0
2023-03-26,March,Q1,Sunday,Benin City,Electronics,Physical Store,POS,Male,48,55600.0,2,0,111200.0,0.1984,22062.08,4.3,0
2023-05-16,May,Q2,Tuesday,Kaduna,Home Appliances,Physical Store,Cash,Male,26,275600.0,6,20,1322880.0,0.2064,273042.43,4.6,0
2023-09-28,September,Q3,Thursday,Lagos,Clothing,Physical Store,Bank Transfer,Male,31,35900.0,15,10,484650.0,0.0805,39014.33,1.9,0
2023-11-07,November,Q4,Tuesday,Port Harcourt,Cosmetics,Online,Mobile Money,Male,33,11400.0,10,0,114000.0,0.1819,20736.6,2.2,1
2023-08-05,August,Q3,Saturday,Ibadan,Electronics,Online,Cash,Female,45,158500.0,7,15,943075.0,0.2998,282733.88,2.3,0
2023-04-19,April,Q2,Wednesday,Benin City,Food & Beverage,Online,POS,Male,63,4800.0,5,0,24000.0,0.4112,9868.8,3.9,0
2023-10-04,October,Q4,Wednesday,Port Harcourt,Electronics,Wholesale,Mobile Money,Male,70,184500.0,1,15,156825.0,0.368,57711.6,3.6,0
2023-12-20,December,Q4,Wednesday,Enugu,Food & Beverage,Physical Store,Mobile Money,Female,25,4400.0,13,0,57200.0,0.088,5033.6,3.7,0
2023-04-13,April,Q2,Thursday,Ibadan,Home Appliances,Physical Store,POS,Male,33,239100.0,18,10,3873420.0,0.3855,1493203.41,4.8,0
2023-06-09,June,Q2,Friday,Kaduna,Clothing,Physical Store,Cash,Female,53,37500.0,13,5,463125.0,0.3463,160380.19,4.2,0
2023-07-24,July,Q3,Monday,Kaduna,Electronics,Wholesale,Bank Transfer,Female,34,50400.0,18,0,907200.0,0.3453,313256.16,1.9,0
2023-12-10,December,Q4,Sunday,Ibadan,Books & Stationery,Online,Bank Transfer,Female,51,7700.0,5,0,38500.0,0.2357,9074.45,2.7,0
2023-11-29,November,Q4,Wednesday,Kaduna,Cosmetics,Physical Store,Cash,Male,28,19600.0,13,0,254800.0,0.2153,54858.44,3.0,0
2023-07-11,July,Q3,Tuesday,Kano,Home Appliances,Physical Store,Mobile Money,Female,71,233400.0,4,5,886920.0,0.183,162306.36,2.9,0
2023-08-13,August,Q3,Sunday,Ibadan,Electronics,Physical Store,Mobile Money,Female,61,251900.0,17,0,4282300.0,0.1023,438079.29,3.8,0
2023-09-22,September,Q3,Friday,Port Harcourt,Cosmetics,Online,Mobile Money,Male,18,13900.0,3,5,39615.0,0.1576,6243.32,4.6,1
2023-08-20,August,Q3,Sunday,Ibadan,Electronics,Wholesale,Mobile Money,Female,25,260800.0,17,0,4433600.0,0.1638,726223.68,2.6,0
2023-03-03,March,Q1,Friday,Benin City,Food & Beverage,Wholesale,Cash,Female,53,11600.0,11,0,127600.0,0.2446,31210.96,3.4,0
2023-05-07,May,Q2,Sunday,Kaduna,Electronics,Physical Store,Mobile Money,Female,16,105500.0,4,10,379800.0,0.3341,126891.18,4.3,0
2023-04-26,April,Q2,Wednesday,Kano,Books & Stationery,Physical Store,POS,Female,70,6600.0,2,0,13200.0,0.2411,3182.52,3.0,0
2023-02-02,February,Q1,Thursday,Kano,Electronics,Wholesale,Mobile Money,Female,71,195300.0,16,20,2499840.0,0.0997,249234.05,2.1,0
2023-06-23,June,Q2,Friday,Enugu,Electronics,Physical Store,Bank Transfer,Male,42,177000.0,18,15,2708100.0,0.4056,1098405.36,3.2,0
2023-01-11,January,Q1,Wednesday,Port Harcourt,Books & Stationery,Online,Mobile Money,Female,61,3900.0,8,10,28080.0,0.4005,11246.04,1.7,0
2023-10-29,October,Q4,Sunday,Abuja,Home Appliances,Physical Store,Cash,Female,23,206800.0,3,5,589380.0,0.347,204514.86,4.8,0
2023-10-11,October,Q4,Wednesday,Abuja,Electronics,Physical Store,Bank Transfer,Male,66,104900.0,9,15,802485.0,0.4171,334716.49,1.8,0
2023-04-28,April,Q2,Friday,Ibadan,Books & Stationery,Physical Store,Cash,Male,61,6900.0,6,0,41400.0,0.2651,10975.14,3.0,0
2023-10-29,October,Q4,Sunday,Enugu,Cosmetics,Physical Store,Cash,Male,57,25200.0,10,0,252000.0,0.4073,102639.6,3.4,0
2023-04-23,April,Q2,Sunday,Lagos,Food & Beverage,Wholesale,Bank Transfer,Female,32,1500.0,10,0,15000.0,0.1057,1585.5,4.9,0
2023-01-04,January,Q1,Wednesday,Ibadan,Food & Beverage,Wholesale,Cash,Male,24,10600.0,13,10,124020.0,0.2043,25337.29,2.1,0
2023-02-06,February,Q1,Monday,Enugu,Electronics,Physical Store,Cash,Female,21,96700.0,17,0,1643900.0,0.1566,257434.74,1.9,0
2023-12-29,December,Q4,Friday,Port Harcourt,Home Appliances,Online,Mobile Money,Female,58,134400.0,9,5,1149120.0,0.1466,168460.99,1.5,0
2023-11-20,November,Q4,Monday,Port Harcourt,Home Appliances,Wholesale,POS,Male,40,174000.0,17,20,2366400.0,0.1279,302662.56,2.0,0
2023-01-31,January,Q1,Tuesday,Port Harcourt,Cosmetics,Physical Store,Cash,Male,54,12300.0,9,15,94095.0,0.2916,27438.1,2.2,1
2023-04-28,April,Q2,Friday,Port Harcourt,Electronics,Online,Cash,Female,64,24600.0,9,5,210330.0,0.3456,72690.05,3.7,0
2023-02-04,February,Q1,Saturday,Port Harcourt,Food & Beverage,Wholesale,Cash,Male,43,10300.0,1,0,10300.0,0.2766,2848.98,2.3,0
2023-01-17,January,Q1,Tuesday,Enugu,Home Appliances,Wholesale,Mobile Money,Female,48,57500.0,2,15,97750.0,0.13,12707.5,1.6,0
2023-06-19,June,Q2,Monday,Enugu,Electronics,Physical Store,POS,Male,69,86100.0,16,5,1308720.0,0.3558,465642.58,4.4,0
2023-02-06,February,Q1,Monday,Kano,Home Appliances,Physical Store,Bank Transfer,Male,52,225000.0,1,0,225000.0,0.2962,66645.0,2.8,0
2023-09-21,September,Q3,Thursday,Benin City,Books & Stationery,Online,Mobile Money,Male,24,3300.0,10,0,33000.0,0.212,6996.0,2.7,0
2023-05-02,May,Q2,Tuesday,Abuja,Home Appliances,Online,Mobile Money,Female,33,247400.0,18,20,3562560.0,0.3092,1101543.55,2.6,0
2023-05-23,May,Q2,Tuesday,Kaduna,Food & Beverage,Online,POS,Male,71,8600.0,8,10,61920.0,0.1684,10427.33,4.9,0
2023-12-09,December,Q4,Saturday,Port Harcourt,Clothing,Physical Store,POS,Female,36,14600.0,11,15,136510.0,0.1974,26947.07,2.1,0
2023-09-06,September,Q3,Wednesday,Lagos,Cosmetics,Online,Mobile Money,Female,17,1800.0,2,15,3060.0,0.3919,1199.21,4.6,1
2023-04-20,April,Q2,Thursday,Kaduna,Cosmetics,Online,Bank Transfer,Female,58,28500.0,8,5,216600.0,0.1788,38728.08,4.2,0
2023-10-04,October,Q4,Wednesday,Enugu,Food & Beverage,Online,Mobile Money,Female,53,1500.0,8,5,11400.0,0.2398,2733.72,1.8,0
2023-03-09,March,Q1,Thursday,Lagos,Home Appliances,Physical Store,POS,Male,55,203900.0,17,5,3292985.0,0.3826,1259896.06,5.0,0
2023-10-20,October,Q4,Friday,Lagos,Electronics,Wholesale,Bank Transfer,Female,51,178700.0,15,0,2680500.0,0.3206,859368.3,2.4,0
2023-10-23,October,Q4,Monday,Lagos,Home Appliances,Online,POS,Female,65,214200.0,17,5,3459330.0,0.1011,349738.26,1.8,0
2023-08-31,August,Q3,Thursday,Kano,Food & Beverage,Online,Bank Transfer,Male,58,8400.0,13,10,98280.0,0.1301,12786.23,4.4,0
2023-05-05,May,Q2,Friday,Enugu,Cosmetics,Physical Store,Cash,Female,52,19900.0,19,10,340290.0,0.0827,28141.98,4.0,0
2023-08-31,August,Q3,Thursday,Lagos,Home Appliances,Physical Store,POS,Male,30,141500.0,5,15,601375.0,0.2945,177104.94,3.7,0
2023-07-28,July,Q3,Friday,Port Harcourt,Cosmetics,Online,POS,Female,43,24100.0,12,5,274740.0,0.2322,63794.63,2.0,0
2023-04-08,April,Q2,Saturday,Ibadan,Electronics,Physical Store,Mobile Money,Male,33,46200.0,1,10,41580.0,0.1257,5226.61,3.2,0
2023-02-18,February,Q1,Saturday,Lagos,Cosmetics,Online,POS,Female,49,7800.0,5,10,35100.0,0.4057,14240.07,4.2,0
2023-02-19,February,Q1,Sunday,Kano,Cosmetics,Online,POS,Male,37,21200.0,8,5,161120.0,0.2601,41907.31,2.6,0
2023-12-04,December,Q4,Monday,Kaduna,Clothing,Physical Store,Cash,Female,26,15900.0,13,10,186030.0,0.1622,30174.07,2.6,0
2023-08-09,August,Q3,Wednesday,Enugu,Clothing,Physical Store,POS,Female,28,27400.0,8,0,219200.0,0.2502,54843.84,1.5,0
2023-07-01,July,Q3,Saturday,Benin City,Books & Stationery,Wholesale,Cash,Male,19,4200.0,11,5,43890.0,0.3111,13654.18,2.1,0
2023-08-05,August,Q3,Saturday,Kano,Clothing,Online,Cash,Male,37,25300.0,1,0,25300.0,0.1059,2679.27,4.6,0
2023-07-30,July,Q3,Sunday,Lagos,Cosmetics,Physical Store,Cash,Male,22,13600.0,13,0,176800.0,0.1734,30657.12,3.0,0
2023-08-28,August,Q3,Monday,Enugu,Food & Beverage,Physical Store,Cash,Male,58,9100.0,19,5,164255.0,0.3544,58211.97,4.9,0
2023-01-28,January,Q1,Saturday,Ibadan,Cosmetics,Online,Bank Transfer,Female,69,10900.0,3,10,29430.0,0.2363,6954.31,2.9,0
2023-12-11,December,Q4,Monday,Lagos,Food & Beverage,Physical Store,Mobile Money,Female,39,8600.0,17,20,116960.0,0.2658,31087.97,4.0,0
2023-12-01,December,Q4,Friday,Kano,Food & Beverage,Online,Bank Transfer,Male,19,3600.0,5,10,16200.0,0.2272,3680.64,2.5,0
2023-11-27,November,Q4,Monday,Abuja,Clothing,Wholesale,POS,Female,43,13600.0,8,10,97920.0,0.0949,9292.61,2.8,0
2023-02-20,February,Q1,Monday,Port Harcourt,Home Appliances,Online,Bank Transfer,Male,30,40800.0,14,5,542640.0,0.1364,74016.1,2.2,0
2023-02-01,February,Q1,Wednesday,Benin City,Electronics,Physical Store,Bank Transfer,Male,16,79500.0,4,10,286200.0,0.2315,66255.3,2.7,0
2023-07-26,July,Q3,Wednesday,Kaduna,Clothing,Online,POS,Female,70,8000.0,11,0,88000.0,0.1511,13296.8,3.4,0
2023-06-23,June,Q2,Friday,Kano,Clothing,Wholesale,POS,Female,18,25500.0,15,0,382500.0,0.097,37102.5,5.0,0
2023-02-25,February,Q1,Saturday,Enugu,Home Appliances,Physical Store,POS,Female,29,215300.0,19,0,4090700.0,0.3668,1500468.76,3.8,1
2023-05-08,May,Q2,Monday,Benin City,Electronics,Physical Store,Bank Transfer,Female,53,77000.0,7,5,512050.0,0.4136,211783.88,2.2,0
2023-04-09,April,Q2,Sunday,Benin City,Cosmetics,Online,Bank Transfer,Female,65,7700.0,19,0,146300.0,0.3497,51161.11,1.7,0
2023-04-08,April,Q2,Saturday,Benin City,Books & Stationery,Physical Store,POS,Female,16,4300.0,19,0,81700.0,0.3703,30253.51,1.9,1
2023-10-02,October,Q4,Monday,Lagos,Books & Stationery,Online,Mobile Money,Female,53,6000.0,11,0,66000.0,0.1623,10711.8,3.5,1
2023-08-18,August,Q3,Friday,Port Harcourt,Cosmetics,Wholesale,Mobile Money,Male,53,29300.0,5,20,117200.0,0.4066,47653.52,4.2,0
2023-03-13,March,Q1,Monday,Lagos,Clothing,Online,Cash,Male,36,25000.0,5,0,125000.0,0.147,18375.0,4.8,0
2023-08-05,August,Q3,Saturday,Enugu,Electronics,Online,POS,Male,63,109800.0,8,5,834480.0,0.4035,336712.68,1.6,0
2023-04-04,April,Q2,Tuesday,Lagos,Clothing,Online,Cash,Male,44,7200.0,10,0,72000.0,0.4182,30110.4,3.3,0
2023-05-23,May,Q2,Tuesday,Abuja,Food & Beverage,Physical Store,Mobile Money,Male,20,2700.0,6,10,14580.0,0.322,4694.76,3.1,0
2023-08-25,August,Q3,Friday,Port Harcourt,Clothing,Physical Store,Cash,Female,64,12600.0,15,0,189000.0,0.4136,78170.4,3.8,0
2023-05-08,May,Q2,Monday,Port Harcourt,Clothing,Online,POS,Male,25,10500.0,16,0,168000.0,0.2736,45964.8,3.5,0
2023-02-08,February,Q1,Wednesday,Enugu,Cosmetics,Physical Store,POS,Male,43,1900.0,17,5,30685.0,0.1682,5161.22,3.9,1
2023-08-15,August,Q3,Tuesday,Kaduna,Cosmetics,Physical Store,POS,Male,36,16700.0,8,0,133600.0,0.2286,30540.96,3.8,0
2023-10-09,October,Q4,Monday,Abuja,Cosmetics,Physical Store,Bank Transfer,Male,65,9300.0,8,0,74400.0,0.2818,20965.92,1.9,0
2023-02-20,February,Q1,Monday,Kano,Books & Stationery,Physical Store,Cash,Male,22,7800.0,9,0,70200.0,0.1048,7356.96,4.3,0
2023-01-26,January,Q1,Thursday,Lagos,Food & Beverage,Physical Store,Mobile Money,Male,18,6900.0,2,0,13800.0,0.2916,4024.08,1.9,0
2023-11-30,November,Q4,Thursday,Ibadan,Cosmetics,Physical Store,Mobile Money,Male,60,21400.0,15,0,321000.0,0.4136,132765.6,3.9,0
2023-10-04,October,Q4,Wednesday,Lagos,Electronics,Online,Mobile Money,Female,62,57300.0,18,0,1031400.0,0.1446,149140.44,3.0,0
2023-01-08,January,Q1,Sunday,Benin City,Books & Stationery,Online,Bank Transfer,Female,35,7100.0,3,15,18105.0,0.3495,6327.7,3.3,0
2023-02-17,February,Q1,Friday,Lagos,Home Appliances,Wholesale,Bank Transfer,Male,34,141500.0,17,5,2285225.0,0.3887,888266.96,4.7,0
2023-05-02,May,Q2,Tuesday,Kano,Electronics,Wholesale,POS,Female,50,307400.0,4,5,1168120.0,0.4009,468299.31,4.6,0
2023-03-27,March,Q1,Monday,Lagos,Electronics,Online,Mobile Money,Female,19,207300.0,4,0,829200.0,0.4064,336986.88,4.4,1
2023-07-28,July,Q3,Friday,Abuja,Cosmetics,Online,Bank Transfer,Female,20,14900.0,14,20,166880.0,0.2573,42938.22,3.3,0
2023-09-06,September,Q3,Wednesday,Abuja,Home Appliances,Physical Store,POS,Female,16,127800.0,9,0,1150200.0,0.4123,474227.46,4.1,0
2023-09-04,September,Q3,Monday,Port Harcourt,Home Appliances,Physical Store,Mobile Money,Male,19,58100.0,9,0,522900.0,0.3375,176478.75,3.3,0
2023-04-20,April,Q2,Thursday,Enugu,Books & Stationery,Online,Cash,Female,27,1200.0,18,10,19440.0,0.135,2624.4,4.5,0
2023-07-25,July,Q3,Tuesday,Kaduna,Home Appliances,Online,POS,Female,42,264000.0,10,0,2640000.0,0.2421,639144.0,2.9,0
2023-01-31,January,Q1,Tuesday,Ibadan,Food & Beverage,Physical Store,Bank Transfer,Female,71,6000.0,4,0,24000.0,0.3242,7780.8,4.9,0
2023-03-26,March,Q1,Sunday,Benin City,Cosmetics,Physical Store,Bank Transfer,Male,57,24900.0,12,5,283860.0,0.1641,46581.43,4.8,0
2023-07-14,July,Q3,Friday,Lagos,Home Appliances,Online,POS,Male,38,117000.0,8,15,795600.0,0.2978,236929.68,4.1,0
2023-01-02,January,Q1,Monday,Lagos,Books & Stationery,Online,POS,Male,40,1300.0,2,5,2470.0,0.3066,757.3,2.5,0
2023-07-19,July,Q3,Wednesday,Kano,Food & Beverage,Online,Bank Transfer,Male,36,7700.0,13,10,90090.0,0.1353,12189.18,2.0,0
2023-05-16,May,Q2,Tuesday,Enugu,Clothing,Physical Store,Cash,Male,67,5300.0,16,20,67840.0,0.2721,18459.26,4.5,0
2023-08-21,August,Q3,Monday,Abuja,Clothing,Online,Mobile Money,Male,39,9300.0,2,0,18600.0,0.3424,6368.64,2.1,0
2023-05-27,May,Q2,Saturday,Ibadan,Food & Beverage,Online,Cash,Male,40,7000.0,11,0,77000.0,0.2496,19219.2,4.5,0
2023-08-05,August,Q3,Saturday,Port Harcourt,Books & Stationery,Physical Store,POS,Female,60,3000.0,10,0,30000.0,0.0841,2523.0,3.2,0
2023-12-23,December,Q4,Saturday,Abuja,Food & Beverage,Online,Cash,Female,70,11900.0,15,5,169575.0,0.0831,14091.68,2.9,0
2023-10-12,October,Q4,Thursday,Benin City,Cosmetics,Physical Store,Bank Transfer,Female,61,4900.0,17,5,79135.0,0.2014,15937.79,4.7,0
2023-12-05,December,Q4,Tuesday,Enugu,Cosmetics,Online,POS,Male,47,23300.0,8,20,149120.0,0.3949,58887.49,3.6,0
2023-09-07,September,Q3,Thursday,Benin City,Clothing,Online,Mobile Money,Male,70,28500.0,18,10,461700.0,0.1578,72856.26,3.5,0
2023-03-21,March,Q1,Tuesday,Kaduna,Home Appliances,Online,Bank Transfer,Male,47,223100.0,9,10,1807110.0,0.2957,534362.43,3.5,0
2023-04-08,April,Q2,Saturday,Port Harcourt,Books & Stationery,Physical Store,Bank Transfer,Male,20,2400.0,8,0,19200.0,0.1555,2985.6,2.8,0
2023-06-01,June,Q2,Thursday,Kaduna,Clothing,Wholesale,Mobile Money,Male,51,24900.0,14,15,296310.0,0.1894,56121.11,4.2,0
2023-04-22,April,Q2,Saturday,Kano,Home Appliances,Physical Store,Mobile Money,Female,61,130500.0,18,20,1879200.0,0.3683,692109.36,2.4,0
2023-01-30,January,Q1,Monday,Benin City,Home Appliances,Online,Cash,Female,57,128400.0,12,15,1309680.0,0.3278,429313.1,4.8,0
2023-10-24,October,Q4,Tuesday,Kano,Cosmetics,Physical Store,POS,Male,64,26000.0,19,0,494000.0,0.1124,55525.6,4.6,0
2023-10-05,October,Q4,Thursday,Lagos,Electronics,Online,Mobile Money,Male,57,346700.0,14,10,4368420.0,0.2258,986389.24,2.7,0
2023-02-01,February,Q1,Wednesday,Kaduna,Electronics,Online,Mobile Money,Male,54,117300.0,17,0,1994100.0,0.0899,179269.59,4.1,0
2023-06-10,June,Q2,Saturday,Enugu,Food & Beverage,Wholesale,POS,Male,31,7600.0,3,0,22800.0,0.2435,5551.8,3.5,0
2023-01-30,January,Q1,Monday,Benin City,Cosmetics,Online,Mobile Money,Female,48,18900.0,7,0,132300.0,0.3052,40377.96,2.7,0
2023-01-26,January,Q1,Thursday,Ibadan,Home Appliances,Online,Mobile Money,Male,64,209300.0,17,10,3202290.0,0.1203,385235.49,5.0,1
2023-10-27,October,Q4,Friday,Port Harcourt,Books & Stationery,Online,Cash,Male,36,7600.0,12,10,82080.0,0.1782,14626.66,1.6,0
2023-09-02,September,Q3,Saturday,Abuja,Electronics,Online,Bank Transfer,Male,24,84600.0,9,0,761400.0,0.2153,163929.42,2.4,0
2023-09-15,September,Q3,Friday,Enugu,Home Appliances,Online,Bank Transfer,Male,21,65400.0,15,0,981000.0,0.3926,385140.6,3.3,1
2023-09-29,September,Q3,Friday,Enugu,Electronics,Physical Store,Bank Transfer,Female,66,236200.0,18,5,4039020.0,0.4177,1687098.65,3.3,0
2023-03-22,March,Q1,Wednesday,Kano,Electronics,Physical Store,Bank Transfer,Male,60,67600.0,13,0,878800.0,0.0953,83749.64,3.6,0
2023-01-30,January,Q1,Monday,Kaduna,Electronics,Wholesale,Mobile Money,Male,50,73200.0,8,0,585600.0,0.3387,198342.72,4.1,0
2023-09-18,September,Q3,Monday,Benin City,Books & Stationery,Physical Store,POS,Female,54,1300.0,14,5,17290.0,0.2064,3568.66,3.7,0
2023-02-11,February,Q1,Saturday,Benin City,Cosmetics,Online,POS,Female,37,1600.0,8,10,11520.0,0.2134,2458.37,3.6,0
2023-04-06,April,Q2,Thursday,Lagos,Books & Stationery,Online,Cash,Female,56,4000.0,14,0,56000.0,0.3365,18844.0,1.7,0
2023-02-05,February,Q1,Sunday,Lagos,Clothing,Online,Cash,Male,69,27900.0,7,0,195300.0,0.3923,76616.19,2.8,0
2023-11-01,November,Q4,Wednesday,Port Harcourt,Home Appliances,Physical Store,Mobile Money,Male,20,87200.0,12,0,1046400.0,0.4033,422013.12,2.3,0
2023-02-04,February,Q1,Saturday,Kano,Cosmetics,Online,POS,Female,57,8100.0,11,20,71280.0,0.2762,19687.54,2.4,1
2023-12-12,December,Q4,Tuesday,Enugu,Cosmetics,Physical Store,POS,Female,38,21600.0,11,10,213840.0,0.2014,43067.38,3.4,0
2023-05-01,May,Q2,Monday,Benin City,Cosmetics,Physical Store,Bank Transfer,Female,32,21500.0,13,10,251550.0,0.3478,87489.09,2.2,0
2023-07-26,July,Q3,Wednesday,Ibadan,Cosmetics,Physical Store,Mobile Money,Female,27,14400.0,18,0,259200.0,0.1653,42845.76,2.5,0
2023-03-03,March,Q1,Friday,Kano,Books & Stationery,Physical Store,Mobile Money,Female,38,5700.0,2,5,10830.0,0.2718,2943.59,2.3,0
2023-10-19,October,Q4,Thursday,Port Harcourt,Cosmetics,Online,Bank Transfer,Female,31,27800.0,15,0,417000.0,0.2019,84192.3,4.8,0
2023-05-07,May,Q2,Sunday,Port Harcourt,Food & Beverage,Wholesale,Mobile Money,Male,18,9600.0,18,10,155520.0,0.3033,47169.22,4.8,1
2023-10-24,October,Q4,Tuesday,Kano,Home Appliances,Physical Store,Mobile Money,Male,45,178000.0,15,20,2136000.0,0.1617,345391.2,3.6,0
2023-11-01,November,Q4,Wednesday,Port Harcourt,Cosmetics,Online,Cash,Male,37,20300.0,19,10,347130.0,0.1451,50368.56,4.7,0
2023-01-21,January,Q1,Saturday,Kano,Home Appliances,Wholesale,POS,Female,24,262000.0,12,15,2672400.0,0.3922,1048115.28,4.3,0
2023-11-14,November,Q4,Tuesday,Abuja,Food & Beverage,Physical Store,Mobile Money,Female,44,5400.0,13,10,63180.0,0.1146,7240.43,3.6,0
2023-02-11,February,Q1,Saturday,Kano,Food & Beverage,Wholesale,Cash,Female,62,6800.0,11,0,74800.0,0.252,18849.6,1.5,1
2023-08-03,August,Q3,Thursday,Kaduna,Home Appliances,Physical Store,POS,Female,52,184200.0,5,20,736800.0,0.1551,114277.68,4.2,0
2023-12-03,December,Q4,Sunday,Kano,Electronics,Physical Store,Bank Transfer,Female,38,319300.0,1,0,319300.0,0.0932,29758.76,4.0,0
2023-10-26,October,Q4,Thursday,Port Harcourt,Clothing,Online,Cash,Female,28,37700.0,3,5,107445.0,0.0922,9906.43,3.7,0
2023-10-17,October,Q4,Tuesday,Benin City,Electronics,Online,Cash,Male,47,38900.0,19,0,739100.0,0.1396,103178.36,4.2,1
2023-09-25,September,Q3,Monday,Kaduna,Electronics,Physical Store,POS,Male,61,70600.0,7,0,494200.0,0.3747,185176.74,3.3,0
2023-06-11,June,Q2,Sunday,Port Harcourt,Books & Stationery,Physical Store,Bank Transfer,Female,67,3000.0,12,5,34200.0,0.176,6019.2,4.0,0
2023-05-14,May,Q2,Sunday,Lagos,Electronics,Online,Cash,Male,62,265900.0,15,0,3988500.0,0.4032,1608163.2,4.8,0
2023-04-15,April,Q2,Saturday,Lagos,Cosmetics,Online,Mobile Money,Female,63,17700.0,5,5,84075.0,0.2778,23356.04,2.8,1
2023-12-09,December,Q4,Saturday,Benin City,Books & Stationery,Physical Store,Mobile Money,Male,38,2900.0,15,5,41325.0,0.2284,9438.63,4.0,0
2023-06-10,June,Q2,Saturday,Benin City,Books & Stationery,Wholesale,Mobile Money,Female,60,1700.0,8,0,13600.0,0.2772,3769.92,3.2,0
2023-05-03,May,Q2,Wednesday,Kaduna,Food & Beverage,Physical Store,Bank Transfer,Female,32,8400.0,10,0,84000.0,0.2557,21478.8,3.9,0
2023-05-16,May,Q2,Tuesday,Abuja,Electronics,Online,Cash,Male,70,249400.0,16,5,3790880.0,0.338,1281317.44,4.2,0
2023-07-22,July,Q3,Saturday,Benin City,Food & Beverage,Online,Mobile Money,Male,55,11300.0,8,0,90400.0,0.176,15910.4,1.7,0
2023-03-09,March,Q1,Thursday,Lagos,Home Appliances,Online,Bank Transfer,Female,36,144100.0,1,10,129690.0,0.2,25938.0,3.8,0
2023-12-10,December,Q4,Sunday,Kano,Clothing,Wholesale,Mobile Money,Female,17,23700.0,12,10,255960.0,0.384,98288.64,2.3,1
2023-11-27,November,Q4,Monday,Port Harcourt,Books & Stationery,Online,POS,Male,52,1400.0,5,15,5950.0,0.4018,2390.71,3.8,0
2023-06-03,June,Q2,Saturday,Lagos,Home Appliances,Physical Store,Cash,Male,21,18800.0,3,10,50760.0,0.3835,19466.46,3.1,1
2023-08-23,August,Q3,Wednesday,Lagos,Home Appliances,Online,Cash,Female,59,125500.0,1,5,119225.0,0.2226,26539.48,4.2,0
2023-06-11,June,Q2,Sunday,Abuja,Cosmetics,Physical Store,Bank Transfer,Male,33,10700.0,4,10,38520.0,0.3453,13300.96,1.9,0
2023-02-07,February,Q1,Tuesday,Kaduna,Clothing,Physical Store,Bank Transfer,Female,45,13500.0,8,0,108000.0,0.242,26136.0,3.7,0
