OrderID,OrderDate,Region,Store,ProductCategory,UnitPrice,Quantity,DiscountPercent,GrossSales,NetSales,Cost,Profit,PaymentMethod,CustomerSegment,CustomerAge,CustomerGender,SatisfactionScore,DeliveryDays
ORD104392,2023-01-09,West,Store_18,Clothing,76.75,1,5.0,76.75,72.91,36.47,36.44,Credit Card,VIP,20.0,Male,4.6,1.0
ORD102738,2023-12-26,South,Store_05,Groceries,16.47,1,0.0,26.35,26.35,15.21,11.14,Cash,Returning,49.0,Male,2.9,3.0
ORD101459,2024-01-12,South,Store_15,Electronics,1169.84,2,20.0,2339.68,1871.74,1032.93,838.81,Mobile Wallet,New,32.0,Male,4.5,2.0
ORD104872,2023-02-13,East,Store_06,Beauty,50.81,2,5.0,101.62,96.54,44.74,51.8,Cash,New,44.0,Male,3.5,5.0
ORD100486,2023-09-01,West,Store_11,Clothing,147.16,3,5.0,441.48,419.41,191.84,227.57,Credit Card,Returning,16.0,Female,3.7,1.0
ORD103441,2023-01-18,East,Store_14,Beauty,94.36,1,10.0,94.36,84.92,55.61,29.31,Cash,Returning,48.0,Female,5.0,
ORD105015,2024-11-15,South,Store_05,Electronics,930.66,3,0.0,4467.17,4467.17,2630.15,1837.02,Cash,New,32.0,Female,4.7,6.0
ORD102862,2024-09-01,North,Store_16,Groceries,37.74,4,,150.96,143.41,82.27,61.14,Credit Card,VIP,45.0,Male,4.3,3.0
ORD101981,2024-03-30,West,Store_11,Electronics,1131.65,4,0.0,4526.6,4526.6,3022.38,1504.22,Cash,Returning,55.0,Female,3.2,5.0
ORD103665,2023-11-25,West,Store_18,Clothing,60.74,2,0.0,194.37,194.37,108.09,86.28,Cash,VIP,51.0,Female,3.6,3.0
ORD104225,2023-05-10,South,Store_10,Clothing,109.03,2,0.0,218.06,218.06,137.89,80.17,Credit Card,Returning,66.0,Female,4.5,2.0
ORD102658,2024-05-05,South,Store_05,Electronics,756.77,1,5.0,756.77,718.93,448.63,270.3,Mobile Wallet,VIP,51.0,Male,4.3,0.0
ORD100399,2023-08-15,West,Store_07,Electronics,1162.23,2,0.0,2324.46,2324.46,1529.39,795.07,Mobile Wallet,New,16.0,Female,5.0,3.0
ORD100638,2024-08-01,North,Store_18,Clothing,66.19,1,10.0,66.19,59.57,27.12,32.45,Credit Card,VIP,44.0,Other,5.0,4.0
ORD104319,2023-01-31,North,Store_01,Electronics,834.86,1,20.0,834.86,667.89,432.59,235.3,Mobile Wallet,New,44.0,Female,4.6,2.0
ORD104886,2024-05-19,South,Store_19,Groceries,15.6,2,0.0,31.2,31.2,16.27,14.93,Credit Card,Returning,40.0,Male,3.9,1.0
ORD104765,2023-04-20,Central,Store_02,Clothing,136.72,2,0.0,273.44,273.44,181.8,91.64,Bank Transfer,New,22.0,Female,4.5,5.0
ORD101261,2024-11-06,West,Store_01,Clothing,76.43,1,0.0,122.29,122.29,56.7,65.59,Mobile Wallet,Returning,16.0,Female,2.2,2.0
ORD102290,2023-10-16,South,Store_02,Groceries,39.65,2,10.0,79.3,71.37,34.95,36.42,Bank Transfer,Returning,57.0,Male,4.6,3.0
ORD100580,2023-03-10,North,Store_19,Electronics,235.94,3,0.0,707.82,707.82,453.38,254.44,Debit Card,New,41.0,Other,4.2,6.0
ORD103655,2023-12-18,South,Store_11,Home & Living,336.57,2,0.0,1077.02,1077.02,805.14,271.88,Credit Card,Returning,16.0,Female,5.0,8.0
ORD104594,2024-03-26,Central,Store_16,Sports,140.01,1,5.0,140.01,133.01,93.08,39.93,Cash,Returning,60.0,Male,5.0,4.0
ORD100917,2024-07-26,North,Store_07,Electronics,440.97,1,5.0,529.16,502.7,276.42,226.28,Cash,Returning,36.0,Female,5.0,6.0
ORD103705,2024-01-01,North,Store_06,Home & Living,342.98,1,0.0,342.98,342.98,216.08,126.9,Bank Transfer,Returning,35.0,Female,3.6,2.0
ORD103744,2023-06-26,North,Store_15,Sports,257.63,1,0.0,309.16,309.16,159.48,149.68,Credit Card,Returning,16.0,Female,4.8,1.0
ORD105376,2023-05-05,South,Store_09,Beauty,106.22,2,0.0,212.44,212.44,99.78,112.66,Bank Transfer,New,16.0,Other,3.9,4.0
ORD100392,2023-09-26,Central,Store_19,Clothing,112.88,1,0.0,112.88,112.88,78.29,34.59,Cash,VIP,27.0,Male,3.7,3.0
ORD101143,2024-09-08,Central,Store_17,Home & Living,79.48,3,5.0,238.44,226.52,105.26,121.26,Bank Transfer,Returning,34.0,Female,3.2,2.0
ORD100887,2023-05-21,Central,Store_16,Groceries,41.54,2,10.0,83.08,74.77,55.91,18.86,Mobile Wallet,Returning,16.0,Male,,3.0
ORD105808,2023-12-19,West,Store_11,Groceries,34.17,1,0.0,54.67,54.67,30.44,24.23,Debit Card,VIP,19.0,Female,4.2,2.0
ORD100006,2023-03-04,West,Store_17,Beauty,53.94,1,5.0,53.94,51.24,27.17,24.07,Mobile Wallet,New,47.0,Male,5.0,3.0
ORD103895,2024-11-09,Central,Store_17,Beauty,16.6,2,20.0,53.12,42.5,20.48,22.02,Cash,VIP,43.0,Male,3.3,0.0
ORD101696,2023-12-09,West,Store_20,Groceries,11.06,5,0.0,88.48,88.48,41.4,47.08,Debit Card,Returning,44.0,Male,3.0,4.0
ORD100267,2023-09-11,East,Store_20,Electronics,636.21,1,0.0,636.21,636.21,345.77,290.44,Bank Transfer,New,64.0,Male,2.7,2.0
ORD103929,2024-06-24,West,Store_08,Home & Living,418.04,1,0.0,501.65,501.65,308.09,193.56,Mobile Wallet,New,45.0,Male,3.2,4.0
ORD101499,2024-09-06,North,Store_05,Groceries,38.2,1,0.0,38.2,38.2,22.48,15.72,Debit Card,Returning,46.0,Female,3.4,
ORD101313,2024-09-14,North,Store_15,Beauty,118.03,1,0.0,118.03,118.03,77.3,40.73,Mobile Wallet,Returning,49.0,Male,4.4,4.0
ORD105434,2024-01-19,South,Store_03,Home & Living,496.26,2,5.0,992.52,942.89,479.79,463.1,Debit Card,Returning,,Female,3.3,0.0
ORD101375,2024-12-01,East,Store_14,Clothing,74.23,1,0.0,118.77,118.77,84.9,33.87,Mobile Wallet,VIP,45.0,Male,5.0,6.0
ORD105870,2024-07-28,East,Store_11,Groceries,4.74,1,5.0,5.69,5.41,3.05,2.36,Cash,VIP,62.0,Other,,6.0
ORD103762,2024-02-25,Central,Store_20,Groceries,49.97,2,0.0,99.94,99.94,62.36,37.58,Cash,VIP,21.0,Female,4.5,4.0
ORD102224,2023-10-20,East,Store_08,Beauty,129.6,1,5.0,129.6,123.12,67.17,55.95,Bank Transfer,Returning,38.0,Male,2.8,0.0
ORD100571,2023-10-31,Central,Store_05,Clothing,144.62,1,10.0,144.62,130.16,71.02,59.14,Debit Card,New,20.0,Male,5.0,3.0
ORD102880,2023-01-30,North,Store_08,Home & Living,30.57,2,20.0,61.14,48.91,27.42,21.49,Debit Card,New,63.0,Other,3.7,7.0
ORD102751,2023-02-28,South,Store_13,Groceries,31.04,2,0.0,62.08,62.08,39.27,22.81,Debit Card,New,34.0,Female,3.7,4.0
ORD104052,2024-07-12,Central,Store_04,Clothing,13.35,1,0.0,16.02,16.02,9.89,6.13,Mobile Wallet,VIP,27.0,Female,4.6,3.0
ORD105462,2024-05-31,West,Store_14,Home & Living,336.18,1,20.0,336.18,268.94,152.35,116.59,Debit Card,Returning,34.0,Female,5.0,2.0
ORD102609,2024-08-26,East,Store_05,Electronics,790.07,4,0.0,3160.28,3160.28,1691.7,1468.58,Credit Card,New,16.0,,4.1,2.0
ORD100792,2024-06-11,North,Store_05,Clothing,57.38,1,0.0,68.86,68.86,39.71,29.15,Credit Card,Returning,16.0,Female,3.7,7.0
ORD101997,2024-12-26,Central,Store_06,Groceries,43.89,2,,140.45,140.45,74.6,65.85,Debit Card,VIP,,Male,5.0,7.0
ORD100517,2023-02-18,North,Store_15,Home & Living,415.32,1,0.0,415.32,415.32,299.03,116.29,Mobile Wallet,VIP,35.0,Male,4.8,10.0
ORD100786,2023-01-24,Central,Store_05,Home & Living,53.97,1,15.0,53.97,45.87,28.58,17.29,Mobile Wallet,New,31.0,Male,3.6,3.0
ORD102732,2024-11-10,East,Store_08,Sports,116.76,1,0.0,186.82,186.82,104.68,82.14,Debit Card,New,31.0,Male,3.6,4.0
ORD101373,2023-11-03,South,Store_12,Groceries,28.05,1,25.0,44.88,33.66,18.18,15.48,Debit Card,Returning,32.0,Female,4.5,0.0
ORD104098,2024-08-02,North,Store_14,Groceries,22.09,1,0.0,22.09,22.09,14.96,7.13,Credit Card,Returning,35.0,Female,,2.0
ORD103504,2023-01-13,West,Store_06,Home & Living,140.25,1,0.0,140.25,140.25,94.7,45.55,Credit Card,New,120.0,Female,5.0,3.0
ORD101825,2024-10-20,North,Store_17,Electronics,458.39,2,5.0,916.78,870.94,475.48,395.46,Bank Transfer,New,16.0,Female,4.0,4.0
ORD102469,2023-06-06,East,Store_15,Electronics,508.92,1,0.0,610.7,610.7,288.56,322.14,Cash,New,71.0,Female,3.5,4.0
ORD105316,2024-01-28,Central,Store_01,Beauty,135.89,2,0.0,271.78,271.78,185.4,86.38,Credit Card,VIP,46.0,Female,5.0,3.0
ORD102082,2023-08-26,East,Store_16,Groceries,40.23,1,0.0,40.23,40.23,27.3,12.93,Cash,Returning,45.0,Other,3.8,9.0
ORD100051,2023-05-23,East,Store_16,Electronics,418.67,4,5.0,1674.68,1590.95,848.38,742.57,Bank Transfer,Returning,49.0,Female,3.3,4.0
ORD104426,2023-07-07,West,Store_01,Groceries,44.28,1,0.0,53.14,53.14,31.61,21.53,Debit Card,VIP,53.0,Male,4.0,5.0
ORD104442,2024-05-13,South,Store_01,Home & Living,27.31,2,10.0,54.62,49.16,36.56,12.6,Debit Card,Returning,56.0,Other,4.7,3.0
ORD104922,2024-02-10,South,Store_01,Groceries,11.95,1,0.0,11.95,11.95,6.42,5.53,Mobile Wallet,New,16.0,Male,3.7,6.0
ORD100511,2024-06-28,West,Store_13,Electronics,511.07,5,10.0,3066.42,2759.78,2057.45,702.33,Cash,New,23.0,,5.0,4.0
ORD104714,2023-01-21,North,Store_06,Home & Living,82.23,1,15.0,82.23,69.9,48.85,21.05,Bank Transfer,Returning,54.0,Male,5.0,6.0
ORD103205,2024-05-09,West,Store_12,Electronics,866.47,1,0.0,866.47,866.47,451.44,415.03,Debit Card,Returning,37.0,Female,3.5,7.0
ORD105634,2024-07-13,West,Store_12,Electronics,85.42,2,0.0,205.01,205.01,129.84,75.17,Mobile Wallet,New,21.0,Male,,4.0
ORD100674,2024-03-29,Central,Store_11,Home & Living,82.57,1,0.0,82.57,82.57,55.76,26.81,Credit Card,New,52.0,Male,,3.0
ORD103340,2024-01-31,East,Store_13,Electronics,184.07,1,0.0,184.07,184.07,129.76,54.31,Debit Card,New,24.0,Male,4.5,5.0
ORD103546,2023-10-26,Central,Store_18,Electronics,316.94,1,10.0,316.94,285.25,168.95,116.3,Cash,Returning,46.0,Male,,4.0
ORD100650,2023-12-24,North,Store_02,Home & Living,254.11,1,10.0,406.58,365.92,197.6,168.32,Credit Card,Returning,16.0,Other,5.0,3.0
ORD103622,2023-08-30,North,Store_06,Sports,153.0,1,0.0,153.0,153.0,77.22,75.78,Credit Card,Returning,31.0,Female,3.2,1.0
ORD100212,2024-07-29,Central,Store_02,Groceries,7.87,1,20.0,9.44,7.55,3.96,3.59,Credit Card,New,25.0,Female,3.4,2.0
ORD103390,2023-07-04,North,Store_14,Beauty,62.35,1,5.0,74.82,71.08,32.45,38.63,Bank Transfer,New,,Male,5.0,5.0
ORD101699,2024-12-02,West,Store_02,Groceries,38.14,1,5.0,61.02,57.97,41.69,16.28,Credit Card,New,44.0,Female,,3.0
ORD104609,2023-11-15,Central,Store_17,Electronics,134.67,2,0.0,430.94,430.94,283.91,147.03,Credit Card,New,31.0,Female,3.1,6.0
ORD101627,2024-03-02,Central,Store_14,Groceries,32.17,2,5.0,64.34,61.12,37.58,23.54,Cash,VIP,23.0,Male,3.9,4.0
ORD103302,2024-03-14,South,Store_17,Clothing,79.2,1,,79.2,75.24,54.82,20.42,Debit Card,New,16.0,Male,3.3,2.0
ORD105019,2024-04-13,North,Store_14,Groceries,43.16,3,5.0,129.48,123.01,56.42,66.59,Credit Card,New,35.0,Male,,4.0
ORD100060,2024-11-04,East,Store_19,Home & Living,481.51,1,5.0,770.42,731.9,495.55,236.35,Credit Card,VIP,29.0,Male,3.8,1.0
ORD105319,2023-06-14,Central,Store_04,Groceries,30.43,1,0.0,36.52,36.52,18.81,17.71,Cash,Returning,41.0,Female,4.4,0.0
ORD103671,2023-03-11,East,Store_16,Beauty,50.99,1,15.0,50.99,43.34,25.57,17.77,Bank Transfer,Returning,42.0,Male,4.1,2.0
ORD103274,2023-06-27,Central,Store_17,Sports,70.5,1,0.0,84.6,84.6,40.06,44.54,Bank Transfer,Returning,37.0,Female,3.4,4.0
ORD100491,2024-09-25,South,Store_09,Electronics,184.76,1,10.0,184.76,166.28,114.03,52.25,Credit Card,New,26.0,Female,4.7,6.0
ORD100396,2023-02-02,West,Store_18,Groceries,38.82,2,0.0,77.64,77.64,55.34,22.3,Debit Card,Returning,36.0,Male,3.6,6.0
ORD102124,2024-06-28,North,Store_12,Groceries,32.4,1,0.0,38.88,38.88,20.03,18.85,Mobile Wallet,New,36.0,Female,3.3,4.0
ORD100278,2023-02-17,Central,Store_07,Clothing,34.52,2,0.0,69.04,69.04,40.03,29.01,Mobile Wallet,New,51.0,Male,3.4,2.0
ORD102816,2024-05-06,Central,Store_07,Groceries,13.87,4,0.0,55.48,55.48,26.16,29.32,Credit Card,New,55.0,Male,5.0,8.0
ORD105774,2023-12-26,West,Store_19,Groceries,34.24,1,15.0,54.78,46.56,32.97,13.59,Bank Transfer,VIP,25.0,Male,4.2,2.0
ORD102268,2023-03-28,Central,Store_14,Sports,278.3,1,0.0,278.3,278.3,134.02,144.28,Debit Card,New,59.0,Male,,3.0
ORD103024,2023-09-30,East,Store_09,Groceries,38.02,1,10.0,38.02,34.22,19.12,15.1,Bank Transfer,Returning,69.0,Female,4.0,1.0
ORD100181,2023-04-22,Central,Store_14,Clothing,180.03,1,5.0,180.03,171.03,111.94,59.09,Cash,New,,Female,3.6,3.0
ORD100422,2024-07-13,West,Store_19,Electronics,348.95,2,5.0,837.48,795.61,501.76,293.85,Credit Card,VIP,29.0,Female,4.1,5.0
ORD102753,2024-04-20,South,Store_08,Groceries,37.51,1,0.0,37.51,37.51,23.33,14.18,Cash,VIP,51.0,Male,5.0,7.0
ORD101060,2024-07-16,South,Store_18,Home & Living,406.54,2,0.0,975.7,975.7,455.07,520.63,Bank Transfer,New,28.0,Female,4.2,7.0
ORD100661,2024-06-20,North,Store_15,Electronics,1024.11,2,0.0,2457.86,2457.86,1669.27,788.59,Bank Transfer,VIP,35.0,Female,4.2,5.0
ORD102522,2023-06-03,North,Store_13,Home & Living,34.74,1,0.0,41.69,41.69,20.96,20.73,Bank Transfer,VIP,35.0,Male,3.6,4.0
ORD103460,2023-10-31,South,Store_10,Clothing,56.74,1,0.0,56.74,56.74,37.79,18.95,Mobile Wallet,New,52.0,Male,4.6,3.0
ORD103818,2024-04-02,South,Store_08,Electronics,1055.51,3,0.0,3166.53,3166.53,2282.06,884.47,Mobile Wallet,Returning,39.0,Female,3.8,3.0
ORD100350,2024-01-25,East,Store_15,Groceries,38.31,1,10.0,38.31,34.48,21.4,13.08,Bank Transfer,VIP,34.0,Male,5.0,4.0
ORD100062,2023-09-25,South,Store_01,Groceries,6.92,1,0.0,6.92,6.92,4.67,2.25,Bank Transfer,New,23.0,Other,2.4,4.0
ORD102725,2024-03-27,Central,Store_05,Electronics,879.5,1,,879.5,835.52,551.75,283.77,Mobile Wallet,Returning,73.0,Other,3.8,1.0
ORD100609,2024-09-18,West,Store_18,Home & Living,226.01,1,25.0,226.01,169.51,88.24,81.27,Mobile Wallet,Returning,36.0,Male,4.7,1.0
ORD104528,2023-11-20,West,Store_15,Beauty,90.13,1,0.0,144.21,144.21,86.31,57.9,Credit Card,VIP,53.0,Female,2.7,
ORD100077,2023-06-15,West,Store_09,Beauty,82.06,1,0.0,98.47,98.47,45.38,53.09,Cash,New,62.0,Male,4.1,0.0
ORD102428,2024-07-04,North,Store_15,Electronics,732.64,1,0.0,879.17,879.17,646.76,232.41,Credit Card,Returning,,Female,4.5,2.0
ORD104798,2023-10-13,Central,Store_12,Groceries,21.11,1,15.0,21.11,17.94,11.59,6.35,Cash,Returning,38.0,Male,3.1,3.0
ORD101256,2023-06-12,North,Store_11,Groceries,50.43,2,0.0,121.03,121.03,65.41,55.62,Debit Card,Returning,37.0,Female,4.4,4.0
ORD101046,2023-06-24,South,Store_09,Home & Living,462.0,2,0.0,1108.8,1108.8,642.17,466.63,Credit Card,VIP,35.0,Male,,2.0
ORD100823,2024-04-19,Central,Store_17,Groceries,31.92,1,10.0,31.92,28.73,16.28,12.45,Debit Card,New,37.0,Male,3.0,3.0
ORD105443,2024-08-12,Central,Store_11,Sports,212.53,1,0.0,212.53,212.53,134.95,77.58,Cash,New,35.0,Male,4.9,2.0
ORD102123,2024-03-21,North,Store_09,Home & Living,388.75,3,15.0,1166.25,991.31,517.85,473.46,Bank Transfer,VIP,38.0,Male,4.8,7.0
ORD100695,2023-07-04,North,Store_01,Clothing,41.39,1,5.0,49.67,47.19,27.13,20.06,Credit Card,New,28.0,Female,2.8,4.0
ORD101271,2023-03-21,South,Store_14,Groceries,8.77,1,5.0,8.77,8.33,5.26,3.07,Bank Transfer,Returning,47.0,Male,3.4,3.0
ORD104968,2023-01-28,North,Store_19,Electronics,885.88,1,5.0,885.88,841.59,407.71,433.88,Cash,New,45.0,Female,4.5,4.0
ORD105267,2024-04-05,North,Store_06,Beauty,118.86,1,5.0,118.86,112.92,82.77,30.15,Credit Card,VIP,16.0,Female,4.0,0.0
ORD100186,2023-05-02,Central,Store_20,Groceries,7.97,2,0.0,15.94,15.94,7.47,8.47,Mobile Wallet,Returning,39.0,Male,3.2,4.0
ORD105403,2024-01-24,North,Store_17,Groceries,35.61,1,0.0,35.61,35.61,24.69,10.92,Credit Card,Returning,42.0,Female,3.7,4.0
ORD103230,2024-09-05,West,Store_14,Groceries,20.5,2,0.0,41.0,41.0,26.12,14.88,Credit Card,Returning,21.0,Female,3.6,5.0
ORD101955,2023-10-20,South,Store_20,Electronics,232.53,1,0.0,232.53,232.53,149.39,83.14,Bank Transfer,VIP,52.0,Female,5.0,1.0
ORD100546,2023-11-10,West,Store_18,Groceries,12.6,4,0.0,80.64,80.64,49.06,31.58,Mobile Wallet,New,72.0,Male,2.6,5.0
ORD100635,2024-05-15,West,Store_14,Electronics,542.44,1,10.0,542.44,488.2,338.94,149.26,Bank Transfer,Returning,29.0,Other,,3.0
ORD105929,2023-07-07,South,Store_04,Electronics,861.53,1,0.0,1033.84,1033.84,588.99,444.85,Bank Transfer,Returning,53.0,Male,,4.0
ORD102872,2024-08-20,North,Store_12,Clothing,101.61,2,0.0,203.22,203.22,135.28,67.94,Credit Card,VIP,36.0,Female,3.2,4.0
ORD104120,2024-06-13,South,Store_09,Groceries,10.99,1,0.0,13.19,13.19,7.94,5.25,Debit Card,VIP,60.0,Male,3.6,8.0
ORD100687,2024-03-09,North,Store_18,Clothing,59.35,2,0.0,118.7,118.7,61.51,57.19,Credit Card,New,41.0,Male,2.7,2.0
ORD102038,2024-12-22,South,Store_09,Electronics,230.91,2,0.0,738.91,738.91,493.19,245.72,Cash,Returning,27.0,Male,,6.0
ORD101811,2024-04-21,West,Store_05,Beauty,36.94,1,20.0,36.94,29.55,20.18,9.37,Bank Transfer,New,27.0,Male,4.1,3.0
ORD105214,2024-08-09,Central,Store_06,Clothing,177.84,1,25.0,177.84,133.38,89.49,43.89,Debit Card,VIP,48.0,Male,2.3,5.0
ORD105178,2023-03-05,East,Store_03,Beauty,89.3,1,0.0,89.3,89.3,53.28,36.02,Cash,VIP,44.0,Female,3.1,7.0
ORD100767,2023-12-16,West,Store_09,Electronics,1049.74,1,0.0,1679.58,1679.58,825.39,854.19,Cash,Returning,23.0,Male,4.7,3.0
ORD105574,2024-06-04,West,Store_04,Home & Living,310.4,1,0.0,372.48,372.48,224.97,147.51,Cash,New,46.0,Female,2.5,3.0
ORD100255,2023-04-16,West,Store_11,Groceries,5.98,2,0.0,11.96,11.96,5.5,6.46,Cash,New,45.0,Male,,1.0
ORD104484,2023-12-09,South,Store_03,Groceries,23.05,1,5.0,36.88,35.04,16.22,18.82,Debit Card,Returning,30.0,Male,4.4,5.0
ORD104007,2024-04-20,South,Store_05,Sports,225.11,2,0.0,450.22,450.22,295.59,154.63,Credit Card,VIP,33.0,Male,3.8,4.0
ORD102441,2023-01-01,West,Store_14,Groceries,8.87,1,0.0,8.87,8.87,5.99,2.88,Mobile Wallet,VIP,30.0,Male,3.6,6.0
ORD101647,2024-04-29,South,Store_14,Electronics,306.97,1,10.0,306.97,276.27,161.59,114.68,Debit Card,Returning,28.0,Male,5.0,4.0
ORD102277,2023-02-07,South,Store_18,Groceries,21.16,2,5.0,42.32,40.2,22.47,17.73,Debit Card,New,42.0,Male,4.8,5.0
ORD100951,2023-08-11,South,Store_11,Electronics,930.56,2,15.0,1861.12,1581.95,1135.24,446.71,Cash,VIP,33.0,Male,4.1,0.0
ORD102267,2024-06-15,Central,Store_19,Beauty,28.3,1,5.0,33.96,32.26,23.25,9.01,Bank Transfer,Returning,49.0,Female,3.1,6.0
ORD104300,2023-07-21,West,Store_04,Groceries,44.56,1,15.0,53.47,45.45,26.44,19.01,Mobile Wallet,Returning,45.0,Male,3.4,6.0
ORD104445,2023-10-31,East,Store_20,Groceries,14.06,1,0.0,14.06,14.06,7.74,6.32,Credit Card,Returning,31.0,Male,4.4,2.0
ORD101012,2023-06-29,South,Store_10,Clothing,69.86,1,5.0,83.83,79.64,38.99,40.65,Cash,New,35.0,Female,3.8,3.0
ORD101837,2023-08-11,North,Store_14,Electronics,75.47,1,10.0,75.47,67.92,47.15,20.77,Credit Card,New,32.0,Female,,5.0
ORD105517,2024-05-07,South,Store_13,Electronics,666.73,1,15.0,666.73,566.72,371.59,195.13,Cash,New,35.0,Male,2.9,3.0
ORD104242,2024-08-24,South,Store_09,Groceries,14.94,1,5.0,14.94,14.19,6.48,7.71,Cash,VIP,58.0,Female,3.7,3.0
ORD104328,2023-02-05,South,Store_12,Electronics,209.92,1,0.0,209.92,209.92,95.99,113.93,Debit Card,New,57.0,Male,4.9,3.0
ORD104373,2024-08-20,Central,Store_05,Beauty,121.79,1,0.0,121.79,121.79,77.76,44.03,Credit Card,Returning,24.0,Female,4.1,4.0
ORD103999,2024-01-15,South,Store_04,Sports,182.93,1,20.0,182.93,146.34,105.18,41.16,Cash,VIP,27.0,Male,4.1,6.0
ORD105383,2023-10-06,North,Store_03,Groceries,2.16,1,0.0,2.16,2.16,1.56,0.6,Cash,Returning,53.0,Male,3.5,8.0
ORD100360,2024-09-09,North,Store_03,Home & Living,83.51,1,5.0,83.51,79.33,47.1,32.23,Credit Card,New,41.0,Female,4.2,5.0
ORD101061,2024-05-16,South,Store_10,Clothing,89.58,1,5.0,89.58,85.1,57.99,27.11,Mobile Wallet,Returning,44.0,Female,3.8,5.0
ORD101557,2024-07-18,Central,Store_03,Electronics,944.06,1,0.0,1132.87,1132.87,806.28,326.59,Credit Card,Returning,51.0,Male,,
ORD102350,2024-01-29,West,Store_09,Clothing,115.8,2,0.0,231.6,231.6,166.55,65.05,Mobile Wallet,Returning,25.0,Male,3.4,1.0
ORD105813,2024-12-07,East,Store_05,Groceries,26.61,4,5.0,170.3,161.78,96.97,64.81,Debit Card,New,,Female,4.2,5.0
ORD100584,2023-10-22,North,Store_13,Clothing,164.44,1,0.0,164.44,164.44,119.6,44.84,Cash,VIP,35.0,Male,3.6,1.0
ORD105901,2023-04-23,Central,Store_01,Groceries,44.26,1,0.0,44.26,44.26,31.01,13.25,Debit Card,Returning,39.0,Male,4.6,3.0
ORD102387,2024-12-13,East,Store_08,Electronics,615.14,1,0.0,984.22,984.22,553.7,430.52,Mobile Wallet,VIP,66.0,Female,3.5,5.0
ORD102714,2024-01-05,West,Store_13,Electronics,150.71,1,5.0,150.71,143.17,90.53,52.64,Bank Transfer,VIP,30.0,Female,2.7,0.0
ORD102254,2023-08-04,East,Store_06,Electronics,241.98,1,,241.98,229.88,158.09,71.79,Cash,Returning,46.0,Male,5.0,2.0
ORD105964,2024-06-26,South,Store_12,Home & Living,173.21,1,0.0,207.85,207.85,118.27,89.58,Credit Card,Returning,69.0,Male,3.7,6.0
ORD102338,2023-02-01,South,Store_01,Beauty,85.29,3,0.0,255.87,255.87,150.65,105.22,Bank Transfer,New,50.0,Male,4.1,6.0
ORD100378,2023-10-05,East,Store_20,Beauty,9.07,1,0.0,9.07,9.07,4.78,4.29,Debit Card,New,16.0,Other,4.5,5.0
ORD100667,2024-09-20,South,Store_13,Groceries,54.11,1,0.0,54.11,54.11,30.62,23.49,Bank Transfer,New,66.0,Male,5.0,1.0
ORD105663,2023-11-26,North,Store_09,Groceries,6.77,1,5.0,10.83,10.29,6.99,3.3,Cash,VIP,38.0,Male,3.8,5.0
ORD103311,2023-10-21,West,Store_10,Beauty,94.42,1,10.0,94.42,84.98,62.27,22.71,Credit Card,New,44.0,Female,4.1,4.0
ORD104282,2023-05-04,West,Store_15,Clothing,15.43,2,25.0,30.86,23.15,13.41,9.74,Credit Card,New,29.0,Female,2.2,5.0
ORD104906,2023-07-28,North,Store_08,Home & Living,395.64,4,0.0,1899.07,1899.07,997.65,901.42,Bank Transfer,Returning,29.0,Female,4.9,6.0
ORD102708,2024-06-17,North,Store_10,Sports,32.1,1,10.0,38.52,34.67,21.27,13.4,Bank Transfer,New,25.0,Female,4.3,4.0
ORD105935,2023-07-26,Central,Store_17,Sports,256.06,1,0.0,307.27,307.27,198.21,109.06,Bank Transfer,New,43.0,Female,4.2,5.0
ORD102820,2024-01-30,East,Store_06,Clothing,78.59,1,0.0,78.59,78.59,51.91,26.68,Debit Card,Returning,54.0,Female,4.7,4.0
ORD101884,2024-03-26,South,Store_11,Beauty,13.63,3,0.0,40.89,40.89,30.44,10.45,Mobile Wallet,New,40.0,Female,3.4,3.0
ORD105374,2024-06-25,Central,Store_19,Groceries,27.67,1,0.0,33.2,33.2,16.33,16.87,Bank Transfer,Returning,37.0,Female,3.3,1.0
ORD101152,2023-11-11,West,Store_06,Home & Living,380.89,1,0.0,609.42,609.42,299.68,309.74,Bank Transfer,Returning,38.0,Female,3.0,4.0
ORD105411,2023-12-08,West,Store_05,Sports,173.47,1,0.0,277.55,277.55,198.42,79.13,Mobile Wallet,Returning,37.0,Male,4.8,2.0
ORD104389,2024-03-12,East,Store_17,Groceries,4.06,1,0.0,4.06,4.06,2.62,1.44,Mobile Wallet,New,50.0,Female,4.3,7.0
ORD102638,2023-04-21,North,Store_18,Groceries,35.21,1,0.0,35.21,35.21,22.29,12.92,Debit Card,Returning,38.0,Male,5.0,5.0
ORD105735,2024-02-11,East,Store_13,Groceries,54.94,1,5.0,54.94,52.19,28.3,23.89,Mobile Wallet,Returning,16.0,Male,5.0,
ORD100423,2024-02-29,South,Store_09,Groceries,25.03,2,0.0,50.06,50.06,31.22,18.84,Cash,Returning,16.0,Female,5.0,2.0
ORD100139,2023-11-15,South,Store_09,Electronics,139.18,2,20.0,445.38,356.3,165.31,190.99,Bank Transfer,Returning,36.0,Female,5.0,4.0
ORD105237,2024-08-23,West,Store_10,Groceries,7.39,1,0.0,7.39,7.39,5.26,2.13,Bank Transfer,VIP,16.0,Female,4.4,5.0
ORD100414,2023-01-14,West,Store_06,Clothing,193.53,2,5.0,387.06,367.71,205.34,162.37,Debit Card,Returning,38.0,Male,4.9,4.0
